BEEID,CNUM,CHOICE,SYM,LOWNUM,HIGHNUM,SHAPE
1,72,1,S,4,8,TRIANGLE
1,73,1,S,4,8,TRIANGLE
1,74,0,S,4,8,TRIANGLE
1,75,1,S,4,8,TRIANGLE
1,76,1,S,4,8,CIRCLE
1,77,0,S,4,8,CIRCLE
1,78,0,S,4,8,CIRCLE
1,79,1,S,4,8,CIRCLE
1,80,0,S,6,8,STAR
1,81,1,S,6,8,STAR
1,82,1,S,6,8,STAR
1,83,0,S,6,8,STAR
1,84,1,S,6,8,STAR
1,85,1,S,4,6,TRIANGLE
1,86,1,S,4,6,TRIANGLE
1,87,0,S,4,6,TRIANGLE
1,88,0,S,4,6,TRIANGLE
1,89,0,S,4,6,TRIANGLE
1,90,1,S,6,8,CIRCLE
1,91,0,S,6,8,CIRCLE
1,92,0,S,6,8,CIRCLE
1,93,1,S,6,8,CIRCLE
1,94,1,S,4,6,TRIANGLE
1,95,0,S,4,6,TRIANGLE
1,96,1,S,4,6,TRIANGLE
1,97,0,S,4,6,TRIANGLE
1,98,1,S,4,10,SQUARE
1,99,1,S,4,10,SQUARE
1,100,0,S,4,10,SQUARE
2,1,0,S,8,10,SQUARE
2,2,1,S,4,10,STAR
2,3,0,S,4,10,STAR
2,4,0,S,4,10,STAR
2,5,1,S,6,8,SQUARE
2,6,0,S,6,8,SQUARE
2,7,1,S,6,10,CIRCLE
2,8,0,S,6,10,CIRCLE
2,9,0,S,6,10,CIRCLE
2,10,1,S,6,10,STAR
2,11,0,S,6,10,STAR
2,12,0,S,6,10,STAR
2,13,1,S,6,8,CIRCLE
2,14,1,S,6,8,CIRCLE
2,15,1,S,6,8,CIRCLE
2,16,0,S,4,8,SQUARE
2,17,1,S,4,8,SQUARE
2,18,0,S,4,6,CIRCLE
2,19,0,S,4,6,CIRCLE
2,20,1,S,4,6,CIRCLE
2,21,1,S,4,6,CIRCLE
2,22,1,S,4,6,CIRCLE
2,23,1,S,8,10,SQUARE
2,24,0,S,8,10,SQUARE
2,25,1,S,8,10,SQUARE
2,26,1,S,4,8,TRIANGLE
2,27,1,S,4,8,TRIANGLE
2,28,0,S,4,8,TRIANGLE
2,29,1,S,4,8,SQUARE
2,30,1,S,4,8,SQUARE
2,31,0,S,4,8,SQUARE
2,32,0,S,6,10,CIRCLE
2,33,0,S,6,10,CIRCLE
2,34,0,S,6,10,CIRCLE
2,35,0,S,8,10,STAR
2,36,0,S,8,10,STAR
2,37,0,S,8,10,STAR
2,38,0,S,4,8,CIRCLE
2,39,1,S,4,8,CIRCLE
2,40,1,S,4,8,CIRCLE
2,41,0,S,4,8,CIRCLE
2,42,0,S,4,10,STAR
2,43,0,S,4,10,STAR
2,44,1,S,4,10,STAR
2,45,1,S,4,10,STAR
2,46,1,S,6,8,SQUARE
2,47,1,S,6,8,SQUARE
2,48,0,S,6,8,SQUARE
2,49,1,S,4,8,TRIANGLE
2,50,1,S,4,8,TRIANGLE
2,51,0,S,4,8,TRIANGLE
2,52,1,S,4,6,SQUARE
2,53,0,S,4,6,SQUARE
2,54,1,S,6,8,CIRCLE
2,55,1,S,6,8,CIRCLE
2,56,1,S,6,8,CIRCLE
2,57,0,S,6,8,CIRCLE
2,58,0,S,4,10,TRIANGLE
2,59,0,S,4,10,TRIANGLE
2,60,1,S,4,10,TRIANGLE
2,61,1,S,4,10,TRIANGLE
2,62,1,S,6,8,STAR
2,63,1,S,6,8,STAR
2,64,1,S,6,8,STAR
2,65,1,S,4,8,CIRCLE
2,66,1,S,4,8,CIRCLE
2,67,1,S,4,8,CIRCLE
2,68,1,S,6,8,STAR
2,69,0,S,6,8,STAR
2,70,1,S,6,8,STAR
2,71,0,S,6,8,STAR
2,72,1,S,4,8,TRIANGLE
2,73,1,S,4,8,TRIANGLE
2,74,0,S,4,8,TRIANGLE
2,75,1,S,4,8,TRIANGLE
2,76,1,S,4,8,CIRCLE
2,77,0,S,4,8,CIRCLE
2,78,0,S,4,8,CIRCLE
2,79,1,S,4,8,CIRCLE
2,80,0,S,6,8,STAR
2,81,1,S,6,8,STAR
2,82,1,S,6,8,STAR
2,83,0,S,6,8,STAR
2,84,1,S,6,8,STAR
2,85,1,S,4,6,TRIANGLE
2,86,1,S,4,6,TRIANGLE
2,87,0,S,4,6,TRIANGLE
2,88,0,S,4,6,TRIANGLE
2,89,0,S,4,6,TRIANGLE
2,90,1,S,6,8,CIRCLE
2,91,0,S,6,8,CIRCLE
2,92,0,S,6,8,CIRCLE
2,93,1,S,6,8,CIRCLE
2,94,1,S,4,6,TRIANGLE
2,95,0,S,4,6,TRIANGLE
2,96,1,S,4,6,TRIANGLE
2,97,0,S,4,6,TRIANGLE
2,98,1,S,4,10,SQUARE
2,99,1,S,4,10,SQUARE
2,100,0,S,4,10,SQUARE
3,1,0,S,4,8,SQUARE
3,2,0,S,4,8,SQUARE
3,3,1,S,4,8,SQUARE
3,4,0,S,4,8,CIRCLE
3,5,1,S,4,8,CIRCLE
3,6,1,S,4,8,CIRCLE
3,7,0,S,4,8,CIRCLE
3,8,1,S,8,10,TRIANGLE
3,9,0,S,8,10,TRIANGLE
3,10,0,S,8,10,TRIANGLE
3,11,0,S,8,10,TRIANGLE
3,12,1,S,6,10,CIRCLE
3,13,1,S,6,10,CIRCLE
3,14,1,S,6,10,CIRCLE
3,15,0,S,6,10,CIRCLE
3,16,1,S,4,6,SQUARE
3,17,1,S,4,6,SQUARE
3,18,1,S,4,6,SQUARE
3,19,1,S,8,10,STAR
3,20,0,S,8,10,STAR
3,21,0,S,8,10,CIRCLE
3,22,1,S,8,10,CIRCLE
3,23,1,S,8,10,CIRCLE
3,24,0,S,6,10,STAR
3,25,0,S,4,8,TRIANGLE
3,26,1,S,4,8,TRIANGLE
3,27,0,S,4,8,TRIANGLE
3,28,0,S,8,10,SQUARE
3,29,1,S,8,10,SQUARE
3,30,1,S,8,10,SQUARE
3,31,0,S,6,8,TRIANGLE
3,32,1,S,6,8,TRIANGLE
3,33,1,S,4,6,SQUARE
3,34,1,S,4,6,SQUARE
3,35,0,S,4,6,SQUARE
3,36,0,S,6,10,CIRCLE
3,37,1,S,6,10,CIRCLE
3,38,1,S,6,10,SQUARE
3,39,1,S,6,10,SQUARE
3,40,0,S,6,10,SQUARE
3,41,1,S,6,10,SQUARE
3,42,1,S,4,10,CIRCLE
3,43,0,S,4,10,CIRCLE
3,44,1,S,4,10,CIRCLE
3,45,1,S,4,10,CIRCLE
3,46,0,S,4,10,STAR
3,47,0,S,4,10,STAR
3,48,1,S,4,10,STAR
3,49,1,S,8,10,TRIANGLE
3,50,1,S,8,10,TRIANGLE
3,51,0,S,8,10,TRIANGLE
3,52,1,S,4,8,SQUARE
3,53,0,S,4,8,SQUARE
3,54,1,S,4,10,CIRCLE
3,55,0,S,4,10,CIRCLE
3,56,1,S,4,10,CIRCLE
3,57,1,S,4,8,TRIANGLE
3,58,0,S,4,8,TRIANGLE
3,59,0,S,4,8,TRIANGLE
3,60,1,S,6,8,SQUARE
3,61,0,S,6,8,SQUARE
3,62,0,S,6,8,SQUARE
3,63,1,S,6,10,STAR
3,64,0,S,6,10,STAR
3,65,1,S,4,6,TRIANGLE
3,66,1,S,4,6,TRIANGLE
3,67,1,S,4,6,TRIANGLE
3,68,0,S,8,10,CIRCLE
3,69,1,S,8,10,CIRCLE
3,70,1,S,8,10,CIRCLE
3,71,1,S,4,10,TRIANGLE
3,72,0,S,4,10,TRIANGLE
3,73,0,S,4,6,SQUARE
3,74,1,S,4,6,SQUARE
3,75,1,S,4,6,SQUARE
3,76,0,S,4,8,CIRCLE
3,77,1,S,4,8,CIRCLE
3,78,1,S,4,8,CIRCLE
3,79,0,S,4,8,CIRCLE
3,80,0,S,4,8,STAR
3,81,0,S,4,8,STAR
3,82,1,S,4,8,STAR
3,83,0,S,4,6,SQUARE
3,84,1,S,4,6,SQUARE
3,85,0,S,4,6,SQUARE
3,86,1,S,4,10,STAR
3,87,1,S,4,10,STAR
3,88,1,S,4,8,TRIANGLE
3,89,1,S,4,8,TRIANGLE
3,90,1,S,4,8,TRIANGLE
3,91,1,S,6,10,STAR
3,92,1,S,6,10,STAR
3,93,0,S,6,10,STAR
3,94,0,S,4,6,TRIANGLE
3,95,1,S,4,6,TRIANGLE
3,96,1,S,8,10,CIRCLE
3,97,0,S,8,10,CIRCLE
3,98,1,S,8,10,CIRCLE
3,99,1,S,4,6,TRIANGLE
3,100,1,S,4,6,TRIANGLE
4,1,1,S,4,10,SQUARE
4,2,0,S,4,10,SQUARE
4,3,0,S,6,10,CIRCLE
4,4,1,S,6,10,CIRCLE
4,5,1,S,6,10,TRIANGLE
4,6,0,S,6,10,TRIANGLE
4,7,0,S,6,10,TRIANGLE
4,8,1,S,6,10,TRIANGLE
4,9,0,S,8,10,SQUARE
4,10,1,S,8,10,SQUARE
4,11,1,S,8,10,SQUARE
4,12,0,S,4,6,CIRCLE
4,13,0,S,4,6,CIRCLE
4,14,1,S,4,6,CIRCLE
4,15,0,S,4,10,TRIANGLE
4,16,1,S,4,10,TRIANGLE
4,17,0,S,4,10,TRIANGLE
4,18,0,S,4,10,TRIANGLE
4,19,1,S,4,10,TRIANGLE
4,20,0,S,4,10,STAR
4,21,1,S,4,10,STAR
4,22,0,S,4,10,STAR
4,23,1,S,4,10,STAR
4,24,0,S,4,8,TRIANGLE
4,25,1,S,4,8,TRIANGLE
4,26,0,S,4,8,TRIANGLE
4,27,0,S,4,8,TRIANGLE
4,28,1,S,4,6,SQUARE
4,29,1,S,4,6,SQUARE
4,30,1,S,4,6,SQUARE
4,31,1,S,4,6,SQUARE
4,32,1,S,4,6,CIRCLE
4,33,1,S,4,6,CIRCLE
4,34,1,S,4,6,CIRCLE
4,35,1,S,4,6,CIRCLE
4,36,1,S,6,8,TRIANGLE
4,37,1,S,6,8,TRIANGLE
4,38,1,S,6,8,TRIANGLE
4,39,1,S,4,8,STAR
4,40,1,S,4,8,STAR
4,41,0,S,6,10,SQUARE
4,42,1,S,6,10,SQUARE
4,43,1,S,6,10,SQUARE
4,44,1,S,4,8,CIRCLE
4,45,1,S,4,8,CIRCLE
4,46,0,S,4,8,CIRCLE
4,47,1,S,4,8,CIRCLE
4,48,0,S,8,10,TRIANGLE
4,49,1,S,8,10,TRIANGLE
4,50,1,S,4,6,CIRCLE
4,51,1,S,4,6,CIRCLE
4,52,1,S,4,6,CIRCLE
4,53,1,S,4,6,CIRCLE
4,54,0,S,4,6,CIRCLE
4,55,0,S,6,8,SQUARE
4,56,1,S,6,8,SQUARE
4,57,0,S,6,8,SQUARE
4,58,1,S,6,8,SQUARE
4,59,1,S,6,8,SQUARE
4,60,0,S,4,10,CIRCLE
4,61,0,S,4,10,CIRCLE
4,62,1,S,4,10,CIRCLE
4,63,1,S,6,10,STAR
4,64,1,S,6,10,STAR
4,65,0,S,6,10,STAR
4,66,1,S,4,8,TRIANGLE
4,67,0,S,4,8,TRIANGLE
4,68,1,S,4,8,TRIANGLE
4,69,1,S,6,8,STAR
4,70,0,S,6,8,STAR
4,71,1,S,6,8,STAR
4,72,1,S,6,8,STAR
4,73,1,S,6,8,STAR
4,74,0,S,6,8,TRIANGLE
4,75,0,S,6,8,TRIANGLE
4,76,1,S,6,8,TRIANGLE
4,77,0,S,6,8,TRIANGLE
4,78,0,S,4,10,STAR
4,79,1,S,4,10,STAR
4,80,0,S,4,10,STAR
4,81,1,S,4,6,CIRCLE
4,82,1,S,4,6,CIRCLE
4,83,1,S,4,6,CIRCLE
4,84,0,S,4,6,SQUARE
4,85,1,S,4,6,SQUARE
4,86,1,S,4,6,SQUARE
4,87,1,S,4,6,SQUARE
4,88,0,S,8,10,CIRCLE
4,89,0,S,8,10,CIRCLE
4,90,0,S,8,10,CIRCLE
4,91,1,S,8,10,CIRCLE
4,92,1,S,8,10,CIRCLE
4,93,0,S,8,10,CIRCLE
4,94,0,S,6,10,TRIANGLE
4,95,1,S,6,10,TRIANGLE
4,96,1,S,6,10,TRIANGLE
4,97,0,S,6,10,TRIANGLE
4,98,1,S,4,6,SQUARE
4,99,1,S,4,6,SQUARE
4,100,1,S,4,6,SQUARE
5,1,0,S,4,8,TRIANGLE
5,2,1,S,4,8,TRIANGLE
5,3,1,S,4,8,TRIANGLE
5,4,1,S,4,8,TRIANGLE
5,5,1,S,4,10,STAR
5,6,0,S,4,10,STAR
5,7,1,S,4,10,STAR
5,8,0,S,4,10,STAR
5,9,0,S,4,10,STAR
5,10,0,S,6,10,CIRCLE
5,11,1,S,6,10,CIRCLE
5,12,0,S,6,10,CIRCLE
5,13,1,S,6,10,CIRCLE
5,14,1,S,4,10,SQUARE
5,15,1,S,4,10,SQUARE
5,16,0,S,4,10,SQUARE
5,17,0,S,4,6,STAR
5,18,0,S,4,6,STAR
5,19,0,S,4,6,STAR
5,20,1,S,4,6,STAR
5,21,1,S,4,6,STAR
5,22,0,S,6,8,SQUARE
5,23,1,S,6,8,SQUARE
5,24,0,S,6,8,SQUARE
5,25,0,S,6,8,SQUARE
5,26,1,S,6,8,SQUARE
5,27,1,S,6,8,SQUARE
5,28,1,S,6,8,CIRCLE
5,29,1,S,6,8,CIRCLE
5,30,1,S,6,8,CIRCLE
5,31,0,S,6,8,CIRCLE
5,32,1,S,6,8,CIRCLE
5,33,0,S,4,10,TRIANGLE
5,34,1,S,4,10,TRIANGLE
5,35,0,S,4,10,TRIANGLE
5,36,0,S,4,10,TRIANGLE
5,37,1,S,4,10,TRIANGLE
5,38,1,S,6,8,STAR
5,39,0,S,6,8,STAR
5,40,0,S,6,8,STAR
5,41,1,S,6,8,STAR
5,42,0,S,6,8,STAR
5,43,0,S,8,10,TRIANGLE
5,44,1,S,8,10,TRIANGLE
5,45,1,S,8,10,TRIANGLE
5,46,0,S,8,10,TRIANGLE
5,47,1,S,6,10,SQUARE
5,48,1,S,6,10,SQUARE
5,49,0,S,6,10,SQUARE
5,50,1,S,6,10,SQUARE
5,51,1,S,4,6,CIRCLE
5,52,0,S,4,6,CIRCLE
5,53,1,S,4,6,CIRCLE
5,54,0,S,4,6,CIRCLE
5,55,0,S,4,6,CIRCLE
5,56,1,S,4,6,CIRCLE
5,57,0,S,4,6,CIRCLE
5,58,1,S,6,8,SQUARE
5,59,1,S,6,8,SQUARE
5,60,0,S,6,8,SQUARE
5,61,0,S,6,8,SQUARE
5,62,0,S,4,8,CIRCLE
5,63,1,S,4,8,CIRCLE
5,64,0,S,4,8,CIRCLE
5,65,1,S,4,8,STAR
5,66,1,S,4,8,STAR
5,67,1,S,4,8,STAR
5,68,0,S,4,8,STAR
5,69,0,S,6,10,TRIANGLE
5,70,1,S,6,10,TRIANGLE
5,71,1,S,6,10,TRIANGLE
5,72,1,S,6,10,TRIANGLE
5,73,0,S,6,10,TRIANGLE
5,74,1,S,8,10,SQUARE
5,75,1,S,8,10,SQUARE
5,76,1,S,8,10,SQUARE
5,77,0,S,8,10,SQUARE
5,78,1,S,4,8,TRIANGLE
5,79,1,S,4,8,TRIANGLE
5,80,0,S,4,8,TRIANGLE
5,81,0,S,6,8,STAR
5,82,1,S,6,8,STAR
5,83,0,S,6,8,STAR
5,84,1,S,4,10,SQUARE
5,85,0,S,4,10,SQUARE
5,86,1,S,4,10,SQUARE
5,87,1,S,4,8,CIRCLE
5,88,0,S,4,8,CIRCLE
5,89,1,S,4,8,CIRCLE
5,90,0,S,4,8,CIRCLE
5,91,0,S,4,6,TRIANGLE
5,92,1,S,4,6,TRIANGLE
5,93,0,S,4,6,SQUARE
5,94,1,S,4,6,SQUARE
5,95,1,S,4,6,SQUARE
5,96,0,S,4,6,SQUARE
5,97,1,S,6,10,CIRCLE
5,98,0,S,6,10,CIRCLE
5,99,1,S,6,10,CIRCLE
5,100,1,S,6,10,CIRCLE
6,1,0,S,6,8,SQUARE
6,2,0,S,6,8,SQUARE
6,3,1,S,4,10,CIRCLE
6,4,1,S,4,10,CIRCLE
6,5,0,S,4,8,TRIANGLE
6,6,1,S,4,8,TRIANGLE
6,7,1,S,8,10,SQUARE
6,8,1,S,8,10,SQUARE
6,9,0,S,8,10,STAR
6,10,0,S,8,10,STAR
6,11,0,S,6,8,CIRCLE
6,12,1,S,6,8,CIRCLE
6,13,1,S,6,8,CIRCLE
6,14,1,S,4,6,STAR
6,15,1,S,4,6,STAR
6,16,0,S,4,6,STAR
6,17,1,S,4,6,STAR
6,18,0,S,4,8,TRIANGLE
6,19,0,S,4,8,TRIANGLE
6,20,1,S,4,8,TRIANGLE
6,21,1,S,4,8,TRIANGLE
6,22,1,S,8,10,CIRCLE
6,23,0,S,8,10,CIRCLE
6,24,1,S,8,10,CIRCLE
6,25,0,S,8,10,CIRCLE
6,26,0,S,4,6,SQUARE
6,27,0,S,4,6,SQUARE
6,28,1,S,4,6,SQUARE
6,29,1,S,4,6,SQUARE
6,30,1,S,6,8,STAR
6,31,0,S,6,8,STAR
6,32,0,S,4,8,SQUARE
6,33,1,S,4,8,SQUARE
6,34,0,S,4,8,SQUARE
6,35,1,S,4,8,SQUARE
6,36,0,S,4,6,CIRCLE
6,37,1,S,4,6,CIRCLE
6,38,1,S,4,6,CIRCLE
6,39,1,S,4,6,CIRCLE
6,40,0,S,6,10,STAR
6,41,0,S,6,10,STAR
6,42,1,S,6,10,STAR
6,43,0,S,6,8,TRIANGLE
6,44,1,S,6,8,TRIANGLE
6,45,0,S,6,8,TRIANGLE
6,46,1,S,4,6,STAR
6,47,1,S,4,6,STAR
6,48,1,S,4,6,STAR
6,49,1,S,6,8,TRIANGLE
6,50,1,S,6,8,TRIANGLE
6,51,1,S,6,8,TRIANGLE
6,52,1,S,6,8,TRIANGLE
6,53,0,S,8,10,CIRCLE
6,54,1,S,8,10,CIRCLE
6,55,1,S,8,10,CIRCLE
6,56,1,S,4,10,STAR
6,57,1,S,4,10,STAR
